Grocery,a,b,c,d,x0,model
walking,6.73540401265152,1.63509063726267,99.99999999735,-1.17214825614946,17.0074414607689,disjoint
driving,20.525812621864,1.58175360948421,99.2367142751554,-1.51045794390722,17.0512265884131,disjoint
transit,-20.7786660539636,1.07644456832823,82.7568158058569,1.24818313022648,4.00744342963529,disjoint
retail and recreation,-49.2766928463703,0.505594907371235,-17.7572160595778,0.716565653588577,-21.0275493559799,disjoint
parks,32.5912100029258,1.69968079508363,27.5153425799016,-0.190697465486404,25.0744594065953,disjoint
transit stations,-47.0142466021441,0.435587552489126,-25.1582163836711,0.401852087618364,-21.72831054155,disjoint
workplaces,-41.0836625106193,0.324973392840574,-21.7046811889969,0.0903302966808963,-31.0635692137957,disjoint
residential,15.5887052829981,-0.146838038986299,5.31981315579877,-0.0887246092928448,-21.2177659879459,disjoint
