geo_type,name,alternative_name,region,country,date,driving,walking,transit
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-06-19,232.82,257.37,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-06-20,215.75,186.22,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-06-21,196.8,207.88,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-06-22,196.45,210.48,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-06-23,198.13,210.26,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-06-24,207.19,220.64,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-06-25,241.07,256.77,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-06-26,252.15,255.63,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-06-27,255.74,225.99,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-06-28,227.48,251.09,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-06-29,221.63,250.89,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-06-30,224.17,243.85,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-01,233.74,252.85,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-02,233.63,259.06,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-03,309.87,347.29,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-04,274.38,262.36,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-05,249.23,297.31,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-06,226.06,284.7,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-07,247.91,302.27,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-08,255.38,311.93,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-09,281.6,323.82,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-10,334.03,399.55,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-11,245.77,264.14,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-12,257.93,323.01,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-13,265.66,335.8,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-14,275.99,342.62,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-15,283.5,368.69,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-16,302.81,371.93,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-17,339.27,441.02,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-18,324.77,410.56,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-19,307.02,425.56,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-20,311.76,422.51,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-21,320.81,412.86,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-22,340.85,438.43,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-23,380.46,474.71,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-24,449.99,565.25,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-25,403.94,454.35,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-26,371.38,489.02,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-27,359.4,474.35,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-28,360.27,486.05,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-29,372.6,479.06,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-30,416.48,510.31,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-07-31,511.94,609.07,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-01,433.62,499.55,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-02,418.39,566.72,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-03,425.97,600.84,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-04,431.4,575.45,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-05,458.02,652.22,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-06,487.85,637.08,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-07,607.61,717.67,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-08,528.28,627.53,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-09,517.85,687.14,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-10,515.77,667.97,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-11,505.23,713.79,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-12,523.98,689.62,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-13,550.41,685.41,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-14,619.11,735.75,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-15,511,608.24,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-16,569.27,746.95,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-17,546.16,747.78,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-18,562.43,823.04,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-19,535.65,732.59,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-20,539.19,685.41,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-21,618.91,738.19,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-22,492.78,566.88,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-23,451.24,617.13,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-24,426.18,596.11,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-25,404.93,579.36,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-26,422.61,646.09,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-27,397.49,502.49,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-28,431.85,511.51,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-29,372.1,449.23,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-30,307.22,407.94,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-08-31,292.61,374.8,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-01,291.67,413.56,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-02,293.58,408.04,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-03,299.31,395.96,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-04,318.09,464.76,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-05,287.41,371.24,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-06,274.42,402.44,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-07,262.48,377.29,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-08,263.09,386.02,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-09,272.2,416.86,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-10,261.77,351.72,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-11,278.73,405.99,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-12,256.93,329.57,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-13,233.98,327.31,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-14,233.42,334.05,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-15,226.71,318.86,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-16,232.8,324.77,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-17,239.62,340.57,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-18,254.69,387.36,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-19,238.27,294.67,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-20,220.12,317.66,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-21,221.45,321.14,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-22,220.29,320.41,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-23,226.17,322.26,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-24,223.76,330.47,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-25,254.94,390.29,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-26,238.45,302.05,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-27,205.04,309.59,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-28,195.3,279.98,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-29,193.61,269.69,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-09-30,193.95,262.98,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-01,199.22,286.96,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-02,223.19,336.93,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-03,207.96,268.05,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-04,172.42,260.38,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-05,176.76,250.55,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-06,178.09,261.18,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-07,179.17,254.35,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-08,187.12,254.41,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-09,191.49,271.8,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-10,164.19,184.8,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-11,164.16,238.02,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-12,163.18,239.93,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-13,163.73,222.91,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-14,164.88,223.13,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-15,174.8,248.89,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-16,197.43,295.36,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-17,175.18,223.3,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-18,159.83,230.67,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-19,161.51,220.25,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-20,164,229.29,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-21,167.69,241.6,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-22,174.84,243.84,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-23,194.08,306.01,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-24,162.79,204.5,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-25,157.11,224.1,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-26,158.48,231,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-27,157.36,223.18,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-28,164.73,225.23,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-29,185.63,240.12,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-30,208.09,313.07,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-10-31,237.38,312.36,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-01,176.67,216.73,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-02,159.83,219.5,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-03,154.98,208.59,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-04,149.24,207.59,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-05,154.48,212.53,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-06,172.85,254.61,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-07,144.22,169.3,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-08,138.13,176.54,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-09,142.4,187.69,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-10,147.71,204.82,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-11,155.44,205.38,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-12,157.45,207.76,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-13,176.17,270.19,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-14,155.2,184.16,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-15,134.8,159.73,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-16,138.28,179.97,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-17,141.1,188.68,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-18,143.83,185.91,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-19,152.8,204.16,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-20,180.69,266.34,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-21,157.41,187.54,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-22,137.25,176.26,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-23,137.89,177.51,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-24,141.15,189.04,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-25,146.53,193.7,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-26,157.41,206.69,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-27,172.64,256.4,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-28,148.01,183,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-29,136.24,163.84,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-11-30,136.11,170.28,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-01,139.25,183.39,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-02,136.17,168.31,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-03,154.95,180.56,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-04,179.25,271.11,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-05,142.61,163.92,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-06,140.98,171.8,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-07,153.08,177.54,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-08,134.07,180.5,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-09,139.11,163.04,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-10,151.73,197.06,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-11,163.57,212.07,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-12,133.39,135.06,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-13,139.66,170.22,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-14,145.77,177.45,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-15,148.63,187.57,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-16,153.8,195.53,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-17,162.81,197.98,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-18,177.93,240.38,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-19,160.88,200.25,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-20,165.16,205.24,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-21,170.47,213.2,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-22,186.6,238.05,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-23,203.42,247.2,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-24,132.8,195.14,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-25,101.95,117.81,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-26,146.04,161.64,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-27,172.73,226.12,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-28,167.57,223.52,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-29,166.68,228.12,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-30,163.38,226.93,<undefined>
sub-region,Apulia Region,Puglia,<undefined>,Italy,2021-12-31,138.68,193.81,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-01-13,100,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-01-14,95.4,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-01-15,99.38,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-01-16,101.84,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-01-17,141.93,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-01-18,207.83,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-01-19,221.44,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-01-20,101.81,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-01-21,101.78,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-01-22,103.75,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-01-23,105.59,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-01-24,171.75,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-01-25,225.16,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-01-26,248.14,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-01-27,118.35,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-01-28,104.74,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-01-29,101.09,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-01-30,123.97,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-01-31,164.72,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-01,223.64,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-02,233.38,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-03,119.6,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-04,105,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-05,105,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-06,111.05,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-07,171.52,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-08,256.92,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-09,295.33,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-10,140.45,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-11,119.8,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-12,117,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-13,146.37,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-14,220.78,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-15,339.2,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-16,368.69,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-17,152.09,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-18,149.75,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-19,152.32,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-20,170.04,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-21,240.48,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-22,315.42,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-23,286.09,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-24,180.63,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-25,162.64,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-26,149.39,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-27,158.6,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-28,197.44,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-02-29,225.35,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-01,244.03,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-02,101.68,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-03,94.74,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-04,99.74,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-05,115.69,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-06,150.18,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-07,212.46,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-08,186.32,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-09,75.8,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-10,42.68,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-11,26.44,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-12,17.49,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-13,21.21,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-14,17.53,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-15,16.05,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-16,16.67,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-17,16.47,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-18,13.35,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-19,12.2,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-20,10.72,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-21,12.99,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-22,11.87,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-23,12.92,<undefined>,<undefined>
sub-region,Autonomous Region Aosta Valley,Valle d'Aosta,<undefined>,Italy,2020-03-24,12.17,<undefined>,<undefined>
