geo_type,name,alternative_name,region,country,date,driving,walking
city,Florence,Firenze,Tuscany Region,Italy,2020-01-25,130.4,137.41
city,Florence,Firenze,Tuscany Region,Italy,2020-01-26,112.86,112.41
city,Florence,Firenze,Tuscany Region,Italy,2020-01-27,104.09,99.02
city,Florence,Firenze,Tuscany Region,Italy,2020-01-28,107.54,114.31
city,Florence,Firenze,Tuscany Region,Italy,2020-01-29,112.34,133.83
city,Florence,Firenze,Tuscany Region,Italy,2020-01-30,112.52,127.31
city,Florence,Firenze,Tuscany Region,Italy,2020-01-31,124.17,145.5
city,Florence,Firenze,Tuscany Region,Italy,2020-02-01,134.25,163.11
city,Florence,Firenze,Tuscany Region,Italy,2020-02-02,124.18,152.48
city,Florence,Firenze,Tuscany Region,Italy,2020-02-03,120.07,152.05
city,Florence,Firenze,Tuscany Region,Italy,2020-02-04,116.01,146.1
city,Florence,Firenze,Tuscany Region,Italy,2020-02-05,119.22,148.19
city,Florence,Firenze,Tuscany Region,Italy,2020-02-06,116.58,139.52
city,Florence,Firenze,Tuscany Region,Italy,2020-02-07,122.81,128.06
city,Florence,Firenze,Tuscany Region,Italy,2020-02-08,127.53,148.8
city,Florence,Firenze,Tuscany Region,Italy,2020-02-09,109.9,107.09
city,Florence,Firenze,Tuscany Region,Italy,2020-02-10,113.66,128.51
city,Florence,Firenze,Tuscany Region,Italy,2020-02-11,114.56,135.25
city,Florence,Firenze,Tuscany Region,Italy,2020-02-12,123.04,145.66
city,Florence,Firenze,Tuscany Region,Italy,2020-02-13,123.01,145.76
city,Florence,Firenze,Tuscany Region,Italy,2020-02-14,144.63,169.59
city,Florence,Firenze,Tuscany Region,Italy,2020-02-15,155.66,195.78
city,Florence,Firenze,Tuscany Region,Italy,2020-02-16,131.25,148.47
city,Florence,Firenze,Tuscany Region,Italy,2020-02-17,122.72,142.41
city,Florence,Firenze,Tuscany Region,Italy,2020-02-18,121.35,149.16
city,Florence,Firenze,Tuscany Region,Italy,2020-02-19,124.43,146.19
city,Florence,Firenze,Tuscany Region,Italy,2020-02-20,130.89,155.59
city,Florence,Firenze,Tuscany Region,Italy,2020-02-21,137.98,162.4
city,Florence,Firenze,Tuscany Region,Italy,2020-02-22,162.54,197.9
city,Florence,Firenze,Tuscany Region,Italy,2020-02-23,122.35,136.59
city,Florence,Firenze,Tuscany Region,Italy,2020-02-24,111.08,127.22
city,Florence,Firenze,Tuscany Region,Italy,2020-02-25,97.42,112.2
city,Florence,Firenze,Tuscany Region,Italy,2020-02-26,92.74,96.04
city,Florence,Firenze,Tuscany Region,Italy,2020-02-27,88.14,83.42
city,Florence,Firenze,Tuscany Region,Italy,2020-02-28,89.78,90.68
city,Florence,Firenze,Tuscany Region,Italy,2020-02-29,91.65,97.18
city,Florence,Firenze,Tuscany Region,Italy,2020-03-01,74.14,65.48
city,Florence,Firenze,Tuscany Region,Italy,2020-03-02,71.32,64.34
city,Florence,Firenze,Tuscany Region,Italy,2020-03-03,71.61,60.13
city,Florence,Firenze,Tuscany Region,Italy,2020-03-04,68.48,55.57
city,Florence,Firenze,Tuscany Region,Italy,2020-03-05,61.75,45.72
city,Florence,Firenze,Tuscany Region,Italy,2020-03-06,64.86,49.68
city,Florence,Firenze,Tuscany Region,Italy,2020-03-07,68.47,57.33
city,Florence,Firenze,Tuscany Region,Italy,2020-03-08,53.91,38.77
city,Florence,Firenze,Tuscany Region,Italy,2020-03-09,41.06,23.8
city,Florence,Firenze,Tuscany Region,Italy,2020-03-10,27.05,15.24
city,Florence,Firenze,Tuscany Region,Italy,2020-03-11,21.88,12.75
city,Florence,Firenze,Tuscany Region,Italy,2020-03-12,15.35,6.03
city,Florence,Firenze,Tuscany Region,Italy,2020-03-13,14.38,5.56
city,Florence,Firenze,Tuscany Region,Italy,2020-03-14,10.53,5.39
city,Florence,Firenze,Tuscany Region,Italy,2020-03-15,10.44,5.05
city,Florence,Firenze,Tuscany Region,Italy,2020-03-16,12.93,5.24
city,Florence,Firenze,Tuscany Region,Italy,2020-03-17,12.09,4.9
city,Florence,Firenze,Tuscany Region,Italy,2020-03-18,11.07,4.4
city,Florence,Firenze,Tuscany Region,Italy,2020-03-19,11.84,4.63
city,Florence,Firenze,Tuscany Region,Italy,2020-03-20,11.53,4.22
city,Florence,Firenze,Tuscany Region,Italy,2020-03-21,9.25,4.23
city,Florence,Firenze,Tuscany Region,Italy,2020-03-22,8.54,3.32
city,Florence,Firenze,Tuscany Region,Italy,2020-03-23,10.32,3.71
city,Florence,Firenze,Tuscany Region,Italy,2020-03-24,10.47,3.95
city,Florence,Firenze,Tuscany Region,Italy,2020-03-25,10.32,3.22
city,Florence,Firenze,Tuscany Region,Italy,2020-03-26,9.96,3.37
city,Florence,Firenze,Tuscany Region,Italy,2020-03-27,10.28,3.5
city,Florence,Firenze,Tuscany Region,Italy,2020-03-28,10.02,3.81
city,Florence,Firenze,Tuscany Region,Italy,2020-03-29,9.12,3.68
city,Florence,Firenze,Tuscany Region,Italy,2020-03-30,10.52,4.3
city,Florence,Firenze,Tuscany Region,Italy,2020-03-31,11.37,3.39
city,Florence,Firenze,Tuscany Region,Italy,2020-04-01,10.95,3.53
city,Florence,Firenze,Tuscany Region,Italy,2020-04-02,11.2,3.88
city,Florence,Firenze,Tuscany Region,Italy,2020-04-03,11.05,3.89
city,Florence,Firenze,Tuscany Region,Italy,2020-04-04,9.73,3.78
city,Florence,Firenze,Tuscany Region,Italy,2020-04-05,9.43,3.47
city,Florence,Firenze,Tuscany Region,Italy,2020-04-06,12.2,3.95
city,Florence,Firenze,Tuscany Region,Italy,2020-04-07,12.88,4.08
city,Florence,Firenze,Tuscany Region,Italy,2020-04-08,13.94,4.97
city,Florence,Firenze,Tuscany Region,Italy,2020-04-09,14.48,4.95
city,Florence,Firenze,Tuscany Region,Italy,2020-04-10,14.41,5.28
city,Florence,Firenze,Tuscany Region,Italy,2020-04-11,12.06,4.15
city,Florence,Firenze,Tuscany Region,Italy,2020-04-12,8.14,2.95
city,Florence,Firenze,Tuscany Region,Italy,2020-04-13,9.74,3.19
city,Florence,Firenze,Tuscany Region,Italy,2020-04-14,13.79,4.89
city,Florence,Firenze,Tuscany Region,Italy,2020-04-15,14.48,4.91
city,Florence,Firenze,Tuscany Region,Italy,2020-04-16,15.05,5.19
city,Florence,Firenze,Tuscany Region,Italy,2020-04-17,14.09,4.83
city,Florence,Firenze,Tuscany Region,Italy,2020-04-18,12.13,4.26
