country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-01,12,10,NaN,2,-20,1
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-02,9,8,NaN,-3,-20,2
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-03,9,7,NaN,-2,-19,2
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-04,6,4,NaN,5,-18,1
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-05,0,-7,157,23,-3,-3
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-06,-1,-12,146,33,37,-7
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-07,3,0,NaN,-1,-19,1
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-08,6,3,NaN,0,-20,1
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-09,4,2,NaN,-3,-17,0
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-10,4,1,NaN,-2,-18,-1
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-11,3,2,96,1,-19,-2
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-12,-1,-7,117,18,-6,-6
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-13,-4,-13,109,20,32,-9
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-14,0,-1,78,-6,-17,-1
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-15,3,3,86,-5,-18,-1
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-16,3,2,82,-6,-17,0
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-17,2,1,66,-6,-17,0
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-18,0,1,67,2,-18,0
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-19,-2,-6,93,11,-7,-3
IT,Italy,Abruzzo,<undefined>,<undefined>,IT-65,<undefined>,ChIJI6qUuHc1MBMR8Hw4sppPCQE,2020-09-20,-3,-11,89,17,24,-6
